Produtos;Valor;valor parcelado
Placa de Vídeo MSI NVIDIA GeForce GT210, 1GB DDR3, 64 Bits, VGA/HDMI/DVI - N210-MD1G/D3;R$ 229,95;9x de R$ 25,54
Placa de Vídeo Galax GTX 1660 Super NVIDIA GeForce 6GB, GDDR6 - 60SRL7DSY91S;R$ 2.460,59;10x de R$ 273,39
Placa De Vídeo Nvidia Revenger Geforce Gt 705 Vga/hdmi 1gb;R$ 147,24;5x de R$ 29,44
Placa De Vídeo Nvidia Duex Geforce, Gtx 1650 Pro, T66o, 4GB, GDDR6, 128 Bits;R$ 1.089,00;10x de R$ 108,90
Suporte Argb Para Placa De Video Cooler Master - Mca-u000r-gsbtg-00;R$ 210,60;10x de R$ 25,07
Placa de Vídeo RTX 4060 Gigabyte, 8GB, 128bits, Windforce Oc;R$ 3.337,90;10x de R$ 333,79
Placa De Video Brx Geforce G210, 1GB, DDR3, 64 Bits HDMI, VGA, DVI;R$ 161,50;7x de R$ 27,14
Gpu Nv Rtx4060ti 16GB, GDDR6, 128bits Ventus 3x Oc Msi 912-v517-004;R$ 4.241,44;10x de R$ 504,93
Placa de Vídeo RX 6800XT Graffiti Series PCYes AMD, 16GB GDDR6, 256 Bits - PJRX6800GR616GBGS;R$ 3.899,99;10x de R$ 458,82
Placa de Vídeo RTX 3070 1-Click OC Galax NVIDIA GeForce, 8GB GDDR6, DLSS, LHR, Ray Tracing, Preto - 37NSL6MD2KCH;R$ 3.993,99;10x de R$ 469,88
Placa De Vídeo BRX, Nvidia GTX 1660 Super, 6GB, GDDR 6, 192Bit, VGA;R$ 2.080,53;10x de R$ 208,05
Placa de Vídeo RTX 4070 Ti ST Galax NVIDIA GeForce, 12 GB GDDR6X, DLSS 3, Ray Tracing - 47IOM7MD6TTS;R$ 6.159,99;10x de R$ 648,41
Placa De Vídeo Pcyes Nvidia Geforce GT 740, 4GB, GDDR5, 128Bits, Single Fan - Pvgt7404gbr5128;R$ 476,06;10x de R$ 53,48
Placa de Vídeo PCyes NVIDIA RTX 2060 Graffiti Series, 6GB GDDR6, Preto - PA2060RTX6GDF;R$ 1.599,99;10x de R$ 177,77
Placa de Vídeo Colorful NVIDIA GeForce RTX 3080 TI Igame, 12GB GDDR6X, LHR, Advanced OC-V, 384 Bits;R$ 7.199,00;10x de R$ 799,88
Placa de Vídeo Zotac NVIDIA GeForce GTX 1660 Super, 6GB - ZT-T16620F-10L;R$ 3.113,90;10x de R$ 311,39
Placa de Vídeo Palit Geforce GTX 1050 TI Stormx, 4GB, GDDR5, 128 Bits - NE5105T018G1-1070F;R$ 1.462,12;10x de R$ 164,28
Bloco Vga Barrow Para Rtx 3080, 3080 Ti E 3090 Aorus - Bs-gix3090-pa2;R$ 899,00;10x de R$ 89,90
Placa de Vídeo Galax NVIDIA GeForce GTX 1630, 4GB DDR6, 64 Bits;R$ 1.267,91;10x de R$ 150,94
Placa de Vídeo Colorful NVIDIA GeForce GTX 1660 TI NB Igame, 6GB GDDR6, V2-V, 192 Bits;R$ 2.429,00;10x de R$ 269,88
Suporte Para Placa De Vídeo Rise Mode Aura V1 ARGB 500mm Branco - Rm-spvg-01-aRGB-w;R$ 155,90;6x de R$ 25,98
Placa De Vídeo Xfx Speedster Qick319 Rx 7700 Xt Black Gaming 12gb Gddr6 HDMI 3xdp, Amd Rdna 3 Rx-77tqickb9.;R$ 4.453,90;10x de R$ 445,39
Placa de Vídeo RX 7600 XT AMD Challenger 16G OC, 16 GB GDDR6 - RX7600X CL 16GO;R$ 2.999,99;10x de R$ 352,94
Placa de Vídeo Quadro A800 PNY Nvidia, 40GB HBM2, 5120bits - VCNA800-PB;R$ 86.999,99;10x de R$ 10235,29
Placa de vídeo PNY Nvidia Quadro, RTX A6000, 48GB, GDDR6, 384Bits - Vcnrtxa6000-pb;R$ 52.364,19;10x de R$ 5236,41
Placa De Vídeo MSI, GPU Nvidia RTX3060 TI, 8GB, GDDR6X, Ventus 2x Oc - 912-V505-084;R$ 3.055,20;10x de R$ 305,52
Bloco VGA Barrow Para 1660ti, 2060 E 2070 Evga - Bs-nvg2070-pa;R$ 599,00;10x de R$ 59,90
Bloco Vga Barrow Para Rtx 3060ti E 3070 Asus Strix - Bs-ass3070-pa;R$ 799,00;10x de R$ 79,90
Adaptador Para Fonte De Energia Duas Fontes Em Um Pc 2psu/1pc Tx-n02-b 4pin;R$ 58,00;2x de R$ 29,00
Placa de Vídeo Bluecase NVIDIA GeForce GT 710, 2GB DDR3, 64 Bits - BP-GT710-2GD3DBX;R$ 393,45;10x de R$ 39,34
Placa De Vídeo Msi Ventus, 2x Nvidia Rtx 3060 - 12GB, 192bits;R$ 3.085,90;10x de R$ 308,59
Placa De Vídeo Rtx3090ti Ftw3 Ultra Gaming Evga, 24GB, GDDR6x, LED, ARGB - 24G-P5-4985-KR;R$ 14.800,00;10x de R$ 1480,00
Placa De Vídeo Manli Nvidia Geforce RTX 4060 Ti, 8GB, Gddr6, Dlss, Ray Tracing - Preto - Unissex - Único;R$ 2.833,24;10x de R$ 333,32
Placa De Vídeo Asus Tuf Gaming Nvidia Rtx 4090 - 24gb, G6x, 384bits, Oc;R$ 16.649,10;10x de R$ 1849,90
Placa De Vídeo Asrock Arc A770 Phantom Gaming Oc, 16gb, Gddr6, 256-bit, ARGB, Preto;R$ 3.430,90;10x de R$ 343,09
Placa De Vídeo RTX 3090 Nvidia Palit Geforce - GAMINGPRO 24GB;R$ 12.799,90;10x de R$ 1279,99
Placa De Video RTX 3050, 8GB, 128bits, GDDR6 - PCwinmax;R$ 1.880,53;10x de R$ 208,94
Placa De Video Msi Geforce RTX 4070 Ti Super Ventus 2x White Oc16gb Gddr6x 256 Bits - 912-v513-629;R$ 7.985,60;10x de R$ 798,56
Placa De Video Asus Geforce RTX 4090 24gb Gddr6x 384bit- Rog-strix-RTX4090-24g-gaming;R$ 18.102,71;10x de R$ 2155,08
Zotac Gaming Geforce RTX 4060 Ti 16gb Amp Zt-d40620f-10m;R$ 4.099,00;10x de R$ 409,90
Placa De Vídeo Para Jogos Powercolor Hellhound Amd Radeon Rx 7600.;R$ 2.804,90;10x de R$ 280,49
Placa De Vídeo Rtx 4070 12gb Super Ghost Oc 192bits Gainward - Ned407ss19k9-1043b;R$ 6.378,90;10x de R$ 637,89
Placa De Vídeo Rtx 4070ti 16gb Super Panther Oc 256b Gainward - Ned47tss19t2-1043z;R$ 8.381,60;10x de R$ 838,16
Placa De Vídeo Rtx4060ti 8gb Twin X2 Gddr6 Inno3d - N406t2-08d6-171153n;R$ 3.543,01;10x de R$ 354,30
Placa De Video Gamer Nvidia RTX 2060 6gb 192bits Gddr6 HDMI;R$ 1.585,91;10x de R$ 186,57
Placa De Vídeo Asus Geforce Gt 1030 2gb GDDR5 HDMI Dvi (gt1030-2g-csm);R$ 1.091,90;10x de R$ 109,19
Placa De Vídeo Gigabyte Geforce RTX 4060 Gaming Oc 8g, 3 Ventiladores Windforce, 8GB Gddr6 128 Bits, Gv-n4060gaming Oc-8gd.;R$ 3.504,90;10x de R$ 350,49
Asus Dual Geforce RTX™ 4060 Ti Evo Edição Oc 8GB Gddr6 (pcie 4.0, 8GB Gddr6, Dlss 3, HDMI 2.1a, Displayport 1.4a, Design De Ventil;R$ 4.367,90;10x de R$ 436,79
Gpu Nvidia Geforce RTX 3050 6gb Gddr6 96bits PCyes PvRTX30506gb;R$ 2.663,88;10x de R$ 266,38
Placa De Vídeo Para Jogos Xfx Speedster Qick308 Radeon Rx 7600 Black Com 8GB Gddr6 HDMI 3xdp, Amd Rdna 3 Rx-76pqickby.;R$ 3.130,90;10x de R$ 313,09
Placa De Vídeo Asus Phoenix Amd Radeon Rx 550 (pcie 3.0, 2gb De Memória GDDR5, HDMI, Displayport, Dvi-d, Freesync, Resistente A Poeira Ip5x, Rolamentos De Duplo Ventilador De Es;R$ 1.228,90;10x de R$ 122,89
Placa De Vídeo Gigabyte Visiontek Amd Radeon Rx 550 2 Gb GDDR5 Altura Total - 901466.;R$ 1.960,90;10x de R$ 196,09
Placa De Vídeo Powercolor Hellhound Amd Radeon Rx 7600xt 16gb Gddr6.;R$ 3.883,90;10x de R$ 388,39
Placa De Vídeo Amd Radeon 6570 Da Visiontek - 1 Gb GDDR3;R$ 694,90;10x de R$ 69,48
Placa De Video Amd Radeon Rx 560 4gb 128bits GDDR5 HDMI Gamer;R$ 699,00;10x de R$ 69,90
Placa De Video 2gb Gtx550ti Ddr5 128bit Vga/dvi/hdmi G-gtx550ti/2g Revenger;R$ 536,63;10x de R$ 59,62
Placa De Vídeo Rx550 4gb GDDR5 Vxpro;R$ 619,90;10x de R$ 61,98
Placa De Video Nvidia Tesla P100 16gb;R$ 3.999,00;10x de R$ 399,90
Placa De Vídeo Visiontek Radeon 7750 2gb GDDR5 6m (6x Minidp, 6x Minidp Para Adaptadores HDMI) - 900880.;R$ 3.609,90;10x de R$ 360,99
Placa De Vídeo Para Jogos Asus Rog Strix Geforce RTX™ 4060 Oc Edition (pcie 4.0, 8GB Gddr6, Dlss 3, HDMI 2.1a, Displayport 1.4a, Design De Ventil;R$ 4.363,90;10x de R$ 436,39
Placa De Vídeo Asus Dual Geforce Gtx 1650 4gb GDDR5, Ip5x, Tecnologia Auto-extreme, Programa De Validação De 144 Horas, HDMI 2.0, Dp 1.4.;R$ 1.782,90;10x de R$ 178,29
Placa De Vídeo Asus Proart Geforce RTX™ 4060 Oc Edition 8GB Gddr6 (pcie 4.0, 8GB Gddr6, Dlss 3, HDMI 2.1a, Displayport 1.4a);R$ 4.009,90;10x de R$ 400,99
Kit Suporte Vertical Para Placa De Vídeo Cooler Master Masteraccessory V3 Preto, Cabo De Elevação Premium PCi-e 4.0 X16-165mm, Compatível Com PCie 3.0, Comprimento Ajustável Para Gabinete E-atx|atx|;R$ 516,90;10x de R$ 51,69
Placa De Vídeo Gainward, Nvidia RTX4070, 12GB, Ghost Oc G6x, 192bits - Ned4070s19k9-1047b;R$ 5.249,99;10x de R$ 524,99
Placa De Vídeo Brx Rx580, 16gb Ddr5, 256 Bits, Dual Fan;R$ 1.287,15;10x de R$ 151,42
Placa De Video Galax Geforce RTX 4070 Teclab Dual 12gb Gddr6x 192 Bits - 47nom7mdabxv;R$ 4.399,00;10x de R$ 463,05
Placa De Vídeo Afox 8GB Geforce RTX3060ti Gddr6 - Af3060ti-8192d6h4;R$ 4.693,13;10x de R$ 469,31
Placa De Video Vx Pro Nvidia Geforce Gt610lp, 2gb, Ddr3, 64bit, Gt610lp-2gd3 *;R$ 148,49;6x de R$ 29,11
Placa De Vídeo Zotac Gaming Geforce RTX 4060 Ti Twin Edge Oc, 8GB, Gddr6, 128-bit, RGB;R$ 4.639,88;10x de R$ 463,98
Placa De Video PCwinmax Radeon Rx 550 4gb GDDR5 128bits HDMI;R$ 659,00;10x de R$ 65,90
Placa De Vídeo Pny Nvidia RTX 6000 Ada Generation, 48GB, Gddr6, 384bits - VcnRTX6000ada-pb;R$ 58.923,00;10x de R$ 7365,37
Placa De Video Gigabyte Geforce RTX 4060 Eagle Oc Ice 8g Gddr6 128 Bits- Gv-n4060eagleoc Ice-8gd;R$ 2.835,00;10x de R$ 283,50
Placa De Vídeo RTX 4060 8GB Python Ii Gddrd6 128b Gainward - Ne64060019p1-1070v;R$ 2.309,28;10x de R$ 288,65
Gpu Nv RTX4060 8GB Twin X2 Gd6 128 Bits Inno3d N40602-08d6-173051n;R$ 2.689,23;10x de R$ 268,92
Placa De Vídeo Vxpro Nvidia Geforce Gt740lp, 4gb, 128bit, Ddr3, Vxgt740lp-4gd3;R$ 276,70;10x de R$ 31,08
Placa De Video Asrock Radeon Rx 7900 Xt Phantom Gaming Oc, 20gb, Gddr6, 320-bit, Preto;R$ 7.777,15;10x de R$ 925,85
Placa De Vídeo Asrock Radeon Rx 6400 Challenger Itx, 4gb, Gddr6, 64-bit, Preto;R$ 1.349,95;10x de R$ 134,99
Placa de Vídeo XFX AMD Radeon Speedster RX, 8GB;R$ 2.432,90;10x de R$ 243,29
Placa de Vídeo RTX 4060 Ti NVIDIA GeForce Gigabyte, 8GB, 128bits, Windforce Oc;R$ 4.249,90;10x de R$ 424,98
Placa de Vídeo RTX 4060 Ti Nvidia Asus Dual, 8GB, 128bits, Branca, Oc Edition;R$ 4.371,90;10x de R$ 437,18
Placa De Video 2gb Gf Gtx750ti PCi-e PCyes 128bits Ddr5 Pa750tir5df;R$ 749,90;10x de R$ 74,98
Placa De Vídeo Gtx1650 4g Twin X2 V3 Gddr6 Inno3d - N16502-04d6x-171330n;R$ 1.030,00;10x de R$ 103,00
Placa De Vídeo RTX 4060 Ti 8GB Gddrd6 128b Ghost Gainward - Ne6406t019p1-1060b;R$ 3.736,13;10x de R$ 373,61
Placa De Vídeo RTX3050 6gb Twin X2 Gddr6 96 Bits Inno3d - N30502-06d6-1711va60;R$ 1.584,61;10x de R$ 158,46
Placa De Vídeo Powercolor Fighter Amd Radeon Rx 7600xt 16gb Gddr6.;R$ 3.677,90;10x de R$ 367,79
Placa De Vídeo Pny Geforce RTX 4060 Ti 8GB Verto Oc Dual Fan Dlss 3 (128-bit, PCie 4.0, Gddr6, HDMI/displayport, Suporta 4k, 2 Slots);R$ 4.096,90;10x de R$ 409,68
Placa De Vídeo Rx550 2gb GDDR5 Vxpro;R$ 579,90;10x de R$ 57,98
Placa De Captura ELGA to Game Capture Hd60 S Usb 3.0;R$ 2.900,00;10x de R$ 290,00
Placa De Video Vxpro 2gb Nvidia Gt 730 Ddr3 Low Profile Vxgt730lp-2gd3-a;R$ 244,66;10x de R$ 27,49
Placa De Vídeo Powercolor Amd Rx 6500xt Itx - 4gb, 64bits;R$ 1.924,90;10x de R$ 192,49
Geforce RTX 4080 Super 16gb Gddr6x 256bits - Palit Jetstream Oc - Ned408ss19t2;R$ 9.221,79;10x de R$ 940,99
Placa De Vídeo Visiontek Radeon 7750 2gb GDDR5 Para 6 Monitores 4k, 6 Saídas Mini Displayport, Amd Eyefinity 2.0, Placa De Vídeo PCi Express 3.0, Som Surround;R$ 2.559,90;10x de R$ 255,99
Placa De Vídeo Powercolor Fighter Amd Radeon Rx 6650 Xt Com 8GB De Memória Gddr6.;R$ 2.817,90;10x de R$ 281,79
Placa De Vídeo Para Jogos Asus Dual Amd Radeon Rx 6650 Xt Oc Edition (amd Rdna 2, PCie 4.0, 8GB De Memória Gddr6, HDMI 2.1, Displayport 1.4a, Design De Ventoinha;R$ 4.082,90;10x de R$ 408,29
Placa De Vídeo Para Jogos Sapphire Multi Amd Radeon Rx 7600 Com 8GB Gddr6, Amd Rdna 3.;R$ 2.916,90;10x de R$ 291,69
Placa De Video Amd Radeon Rx580 GDDR5 8GB 256 Bits White;R$ 999,99;10x de R$ 99,99
Placa De Vídeo Para Jogos Acer Predator Bifrost Intel Arc A770 Oc (16gb Gddr6, PCie 4.0, 1 HDMI 2.0, 3 Displayport 2.1);R$ 4.406,90;10x de R$ 440,68
Placa De Vídeo Asus Dual Radeon Rx 6600 8GB Gddr6;R$ 3.194,90;10x de R$ 319,49
Placa De Video Geforce Gt710 Nvidia 2gb Ddr3;R$ 266,15;10x de R$ 26,61
Placa De Video Hoopson (gt710-2gd3);R$ 448,00;10x de R$ 44,80
Placa De Vídeo Pny RTX A400 4gb, Gddr6, 64-bits, 4x Mdp - VcnRTXa400atx-pb;R$ 1.608,14;10x de R$ 180,69
Placa De Vídeo Rx550 2gb GDDR5 Vxpro;R$ 579,90;10x de R$ 57,98
Kit Suporte Vertical Gpu Nzxt - Preto - Ab-rh175-b1;R$ 874,90;10x de R$ 87,49
Placa De Video Geforce Gt710 Nvidia 2gb Ddr3;R$ 266,15;10x de R$ 26,61
Placa De Vídeo Pny Geforce RTX 4060 Ti 8GB Verto Oc Dual Fan Dlss 3 (128-bit, PCie 4.0, Gddr6, HDMI/displayport, Suporta 4k, 2 Slots);R$ 4.096,90;10x de R$ 409,68
Placa De Vídeo RTX3050 6gb Twin X2 Gddr6 96 Bits Inno3d - N30502-06d6-1711va60;R$ 1.584,61;10x de R$ 158,46
Placa De Vídeo RTX 4060 Ti 8GB Gddrd6 128b Ghost Gainward - Ne6406t019p1-1060b;R$ 3.736,13;10x de R$ 373,61
Placa De Vídeo Gtx1650 4g Twin X2 V3 Gddr6 Inno3d - N16502-04d6x-171330n;R$ 1.030,00;10x de R$ 103,00
Zotac Gaming Geforce RTX 4070 Super Trinity Black Edition 12gb Gddr6x - Zt-d40720d-10p;R$ 6.029,99;10x de R$ 602,99
Placa De Video Winnfox 2gb Gt610lp;R$ 225,65;9x de R$ 25,07
Placa De Vídeo Vx Pro Nvidia Geforce Gt610lp, 1gb, Ddr3, 64bit, Gt610lp-1gd3 *;R$ 134,05;6x de R$ 26,28
Placa De Vídeo 4gb Gamer Nvidia Geforce Gt 730 4gb;R$ 490,99;10x de R$ 49,09
Placa De Vídeo Gt 710 Inno3d 2GB SDDR3, 64bit;R$ 351,62;10x de R$ 35,16
Placa De Vídeo Pny Nvidia RTX 5000 Ada Generation, 32gb, Gddr6, 256bits - VcnRTX5000ada-pb;R$ 34.619,21;10x de R$ 4327,40
Placa De Video PCi-e 1gb PCyes Edge G 210 - 64 Bits - Dvi/hdmi/vga - Low Profile - Ppe210dr3sfbr;R$ 123,62;5x de R$ 27,78
Placa De Vídeo Vxpro Amd Radeon - Rx 550, 4gb, Ddr5, 128 Bits;R$ 512,07;10x de R$ 58,19
Placa De Vídeo Rtx 4060ti 8gb Twin Edge Oc Gddr6 128bits Zotac - Zt-d40610h-10m;R$ 4.348,90;10x de R$ 434,89
Placa De Video Xfx 16GB AMD Rx6800 GDDR6 Speedster Swft319 - Rx68xlaqfd9;R$ 4.072,90;10x de R$ 407,29
Placa De Video Pcyes Nvidia Geforce, Rtx 3060, 12GB, DDR6, 192 Bit, Graffiti Series, FULL Size, Dual Fan - Pgs3060fs192;R$ 2.491,00;10x de R$ 249,10
Placa De Video Gpu Rx550 Evolut, 4GB, GDDR5, 128 Bit, Atx, Single Fan;R$ 666,70;10x de R$ 66,67
Placa De Video Pny, 4GB, Quadro K1200, DDR5, 128bits, Minidisplayport, Vcqk1200dp-pb;R$ 1.786,36;10x de R$ 198,48
Placa de Vídeo RX 7600 Gigabyte Radeon, 8GB, 128bits, Gaming Oc;R$ 2.994,90;10x de R$ 299,49
Placa de Vídeo RTX 4060 Gigabyte, 8GB, 128bits, Eagle Oc;R$ 3.449,90;10x de R$ 344,99
Placa de Vídeo AFOX GT 1030 NVIDIA GeForce 2GB, DDR5, HDMI/DVI;R$ 815,39;10x de R$ 90,59
Placa De Vídeo Nvidia Pcyes Geforce RTX 3050, 8GB, 128 BITS - PVRTX30508GB;R$ 1.977,60;10x de R$ 206,00
Placa De Video Msi Geforce RTX 4060 Ti, Ventus 2x, Preto, 8g Oc GDDR8, 128 Bits - 912-v515-024;R$ 2.899,00;10x de R$ 289,89
Placa De Video Gt610 2gb Ddr3 Revenger HDMI Vga Dvi;R$ 209,90;8x de R$ 26,23
Placa De Video 4gb Gt730 Ddr3 128bit Vga/hdmi/dvi Gt730-graphic Star;R$ 369,68;10x de R$ 41,07
Placa De Vídeo Asrock Radeon Rx 7900 Xtx Phantom Gaming Oc, 24gb, Gddr6, 384-bit, ARGB, Preto;R$ 9.615,73;10x de R$ 1144,73
Placa De Video Tgt Geforce Gt730, 4gb, GDDR3, 128-bit, Tgt-gt730-4gb;R$ 549,00;10x de R$ 54,90
Placa De Vídeo Xfx Speedster Swft 210 Radeon Rx7600 Xt 16gb Gddr6 PCi-express;R$ 3.376,80;10x de R$ 375,20
Placa De V?deo Vx Pro Amd Radeon Rx550, 2gb, 128bits, Rx550-2gd5 Vx Pro;R$ 564,25;10x de R$ 56,42
Placa De Video Asrock Radeon Rx 7800xt Steellegend 16gb Oc Gddr6 256 Bits - 90-ga4rzz-00uanf;R$ 5.232,72;10x de R$ 622,94
Placa De Video Asus, 6GB, Geforce, Rtx 2060, Oc Evo, GDDR6 Dual;R$ 5.713,55;10x de R$ 571,35
Placa De Vídeo Gt730, Inno3d, Nvidia Geforce , 2GB, SDDR3, 64bit;R$ 502,21;10x de R$ 52,86
Placa De Vídeo Nvidia Gigabyte Geforce, RTX 4080 Gaming Oc, 16GB, GDDR6x, 256 Bits - Gv-n4080gaming Oc-16;R$ 11.227,44;10x de R$ 1122,74
Placa De Vídeo Asus RTX4090, 24GB, GDDR6x, 384bits, Tuf Gaming - 90yv0ie1-m0na00;R$ 15.999,00;10x de R$ 1599,90
Placa De Vídeo Gt710 Lp, Inno3d, 1gb, SDDR3, 64-bit;R$ 325,51;10x de R$ 34,26
Placa De Vídeo Asus Tuf Gaming Radeon™ Rx 7600 Xt Oc Edition 16gb Gddr6 (amd Rdna™ 3, PCie 4.0, HDMI 2.1, Displayport 2.1, Design De Ventoinha Axial-tech;R$ 4.343,90;10x de R$ 434,39
Placa Gráfica Visiontek Amd Radeon Rx 560 - 2 Gb GDDR5.;R$ 2.004,90;10x de R$ 200,49
Placa De Vídeo Para Jogos Xfx Speedster Swft105 Radeon Rx 6400 Com 4gb Gddr6, Amd Rdna 2 Rx-64xl4sfg2.;R$ 1.531,90;10x de R$ 153,19
Placa De Vídeo Para Jogos Xfx Speedster Swft210 Radeon Rx 7600xt Core Com 16gb Gddr6 HDMI 3xdp, Amd Rdna 3 Rx-76tswftfp.;R$ 3.598,90;10x de R$ 359,89
