Produtos;Valor;valor parcelado
Placa De Vídeo Nvidia Geforce Gt 210 1gb 64bit;R$ 249,99;9x de R$ 27,77
Placa De Video 4gb Gtx750ti 128bit Dvi/hdmi/vga Ddr5 Lp Gtx 750 Ti Szmz;R$ 703,58;10x de R$ 78,17
Placa De Vídeo Vxpro Nvidia Geforce Gt740 2gb Ddr3;R$ 258,01;10x de R$ 28,99
Placa De V?deo Vx Pro Nvidia Geforce Gtx750 Ti, 2gb, 128bits, Gtx750ti-2gd5 *;R$ 562,80;10x de R$ 56,27
Placa De Vídeo Pine Technology Pvt20a-rt Nvidia Geforce3 64mb Ddr Sdram Agp 4x;R$ 331,90;10x de R$ 33,19
Placa De Vídeo Zotac Gaming Nvidia Rtx 3060 - 12gb, 192bits;R$ 3.535,90;10x de R$ 353,59
Placa De Video Geforce RTX 3050 Gaming X 6gb Gddr6 - Msi;R$ 1.849,95;10x de R$ 184,99
Placa De Vídeo Asus Phoenix Geforce RTX™ 3050 V2 (pcie 4.0, 8GB Gddr6, HDMI 2.1, Displayport 1.4a);R$ 2.514,90;10x de R$ 251,49
Placa De Vídeo Gigabyte - Geforce Gtx 1660 Oc, 6gb GDDR5.;R$ 3.694,90;10x de R$ 369,49
Gpu Gt 1030 4gb GDDR4 64bit Single Fan Low Profile - Pagt10304gbg4lp;R$ 1.019,88;10x de R$ 101,98
Placa Gráfica Amd Radeon Hd 7750 Visiontek - 2 Gb GDDR5.;R$ 1.429,90;10x de R$ 142,99
Placa De Video Brx Rx 580 8GB GDDR5 256 Bit;R$ 970,07;10x de R$ 115,48
Placa De Vídeo Acer Predator Bifrost Amd Radeon Rx7600 Com Overclock | 8GB Gddr6 128-bit 18 Gbps | Resfriamento Híbrido Com Ventilador Duplo E Câmara De Vapor | Tdp 180w | 1 X;R$ 3.571,90;10x de R$ 357,19
Placa De Vídeo Acer Nitro Amd Radeon Rx7600 Xt Overclocking | 16gb Gddr6 128-bit 18 Gbps | Duas Ventoinhas Nitro Frostblade Ringed | Tdp 215w | 1 X HDMI 2.1 &;R$ 3.765,90;10x de R$ 376,59
Placa De Vídeo Rtx 4070ti 16GB, Super Tx2 G6x 256b Inno3d - N407ts2-166x-186156n;R$ 8.086,62;10x de R$ 808,66
Placa De Vídeo Rtx4060 8gb Compact Gddr6 Inno3d - N40601-08d6-173050n;R$ 2.580,41;10x de R$ 258,04
Placa De Vídeo Quadro RTX 4500 Ada Generation 24gb Gddr6 192bits Pny - VcnRTX4500ada-pb;R$ 26.041,99;10x de R$ 2604,19
Placa De Vídeo Rtx 4080 16gb Super Panther Oc 256bits Gainward - Ned408ss19t2-1032z;R$ 8.693,62;10x de R$ 869,36
Placa De Vídeo Rtx 4080 16gb Sup Amp Extreme Airo G6x 256b Zotac - Zt-d40820b-10p;R$ 10.282,73;10x de R$ 1224,13
Placa de Vídeo Knup NVIDIA GeForce Revenger GTX 750TI Gamer, 2GB DDR5, DVI, VGA, HDMI - GTX750TI/2G;R$ 779,71;10x de R$ 82,07
Placa De Video Asus Dual Oc 8GB Geforce RTX4060 Gddr6 - Dual-RTX4060-o8g-evo;R$ 3.812,60;10x de R$ 381,26
Placa De Video Asrock Radeon Rx 7800xt Phantom Gaming 16gb Oc Gddr6 256 Bits - 90-ga4mzz-00uan;R$ 5.372,88;10x de R$ 639,62
Placa de Vídeo Zotac GeForce RTX 4080 Super Trinity Black Edition, 16GB, 256-BIT, GDDR6X - ZT-D40820D-10P;R$ 10.113,15;10x de R$ 1011,31
Zotac Gaming Geforce RTX 4070 Ti Super Trinity Oc White Edition 16gb Gddr6x - Zt-d40730q-10p;R$ 7.949,38;10x de R$ 794,93
Placa de Video Zotac GeForce RTX 4080 AMP Extreme Airo, 16GB, GDDR6X, 256 bit - ZT-D40810B-10P;R$ 10.737,84;10x de R$ 1073,78
Placa De Vídeo Inno3d Gt730, 4GB, SDDR3, 64-bit;R$ 601,61;10x de R$ 60,16
Placa De Vídeo Rtx 3090 24GB, 384bits Palit Gamingpro, GDDR6x, Pci, Express 4.0;R$ 6.599,90;10x de R$ 733,32
Placa De Video Gtx 1660 Super Pcwinmax, 6GB, 192 Bits, GDDR6;R$ 1.199,90;10x de R$ 133,32
Placa De Vídeo RTX4060 Zotac Gaming Solo, 8GB, GDDR6, 128 Bits - Zt-D40600g-10l;R$ 2.387,58;10x de R$ 298,44
Placa De Video Manli Geforce Rtx 3060, 12GB, GDDR6, 192 Bits HDMI/dp;R$ 2.104,21;10x de R$ 210,42
Placa De Vídeo Zotac Gaming Geforce RTX 4060 Ti Twin Edge Oc, 8GB, Gddr6, 128-bit, RGB, Branco;R$ 4.029,72;10x de R$ 402,97
Placa de Vídeo RTX 4060 TI Dual 8G SSD OC ASUS NVIDIA GeForce, 8GB GDDR6, DLSS, Ray Tracing - 90YV0JS0-M0NA00;R$ 2.799,99;10x de R$ 329,41
Placa de Vídeo PNY NVIDIA GeForce GT 1030, 2GB, GDDR4 - GMG103WE3G2CX1KTP;R$ 679,90;10x de R$ 79,98
Placa de Vídeo Afox NVIDIA GeForce GT 740, 4GB DDR3, PCI-E, DVI, VGA, HDMI, Dual Slot - AF740-4096D3L3;R$ 808,02;10x de R$ 91,82
Placa de Vídeo Afox NVIDIA GeForce GT 710, 1GB DDR3, PCI-E, DVI, VGA, HDMI, Low Profile - AF710-1024D3L8-V2;R$ 357,75;10x de R$ 39,75
Placa de Vídeo PCYes NVIDIA GeForce GT 1030, 2GB GDDR5;R$ 689,00;10x de R$ 68,90
Placa de Vídeo AFOX GeForce GTX750TI, 2GB, GDDR5, 128 Bits, HDMI/DVI/VGA - AF750TI-2048D5H5-V7;R$ 937,44;10x de R$ 93,74
Placa de Vídeo Asus NVIDIA GeForce GTX 1660 Super OC Edition Phoenix, 6GB GDDR6, 192 Bits - PH-GTX1660S-O6G;R$ 3.801,90;10x de R$ 380,19
Placa de Vídeo Afox NVIDIA GeForce GT 710, 2GB DDR3, PCI-E, DVI, VGA, HDMI, Low Profile - AF710-2048D3L7;R$ 626,90;10x de R$ 62,69
Placa de Vídeo Powercolor AMD Radeon RX 550 Red Dragon, 4GB;R$ 3.060,00;10x de R$ 306,00
Placa de Vídeo Gainward NVIDIA GeForce GTX 1660 Super, 6GB GDDR6, 192 Bits, Dual FAN;R$ 5.592,00;10x de R$ 699,00
Placa de Vídeo Zotac NVIDIA GeForce GT730, 4GB DDR3, 64 Bits, Low Profile, HDMI/DVI/VGA - ZT-71115-20L;R$ 628,95;10x de R$ 66,20
Placa de Vídeo Gigabyte NVIDIA GeForce RTX 2060, 6GB GDDR6 - GV-N2060D6-6GD;R$ 3.500,00;10x de R$ 350,00
Adaptador Para Duas Fontes E Mineração Psuad 2psu/1pc Tx-n02-b 4pinos Molex;R$ 21,90;1x de R$ 21,90
Placa de Vídeo Galax NVIDIA GeForce RTX 3050, 8GB GDDR6, 128 Bits;R$ 2.800,00;10x de R$ 350,00
Placa de Vídeo XFX AMD RX6600XT Speedster SWFT210, 8GB GDDR6 - RX66XT8DFDQ;R$ 3.199,00;10x de R$ 319,89
Bloco VGA Barrow Para Rtx 3080 (ti) E Rtx 3090 Msi Gaming Trio - Bs-msg3090m-pa;R$ 899,00;10x de R$ 89,90
Placa De Video Zotac Gtx 1030 2Gb - Zt-p10300a-10l;R$ 1.181,90;10x de R$ 118,19
Placa de Vídeo RX 580 PowerColor Red Dragon AMD Radeon, 8GB GDDR5 - AXRX 580 8GBD5-DHD;;
Placa de Vídeo Gigabyte RX 6500 XT EAGLE AMD , 4GB GDDR6 - GV-R65XTEAGLE-4GD;;
Placa de Vídeo RX 580 Phantom Gaming Elite ASRock AMD Radeon, 8GB GDDR5, HDR, FreeSync - 90-GA2NZZ-00UANF;;
Placa de Vídeo GT 1030 PCYes NVIDIA GeForce, 2GB GDDR5, 64 Bits, Low Profile - PA1030GTG5LP;;
Placa de Vídeo GT 210 Galax NVIDIA GeForce, 1GB DDR3, 64 Bits - 21GGF4HI00NP;;
Placa de Vídeo GT 740 PCYES NVIDIA GeForce, 4GB GDDR5, 128 Bits Single Fan - PVGT7404GBR5128;;
Placa de Vídeo Galax NVIDIA GeForce GTX 1660 1-Click OC, 6GB, GDDR5 - 60SRH7DSY91C;;
Placa de Vídeo RX 6700 XT XFX Speedster QICK319 AMD Radeon Black Gaming, 12GB GDDR6, 16Gbps, AMD RDNA 2 Architecture - RX-67XTYPBDP;;
Placa de Vídeo AXRX 6600 3DH Power Color Fighter AMD Radeon, 8GB GDDR6, Preto - AXRX 6600 8GBD6-3DH;;
Placa de Vídeo AXRX 6600 3DH Power Color Fighter AMD Radeon, 8GB GDDR6, Preto - AXRX 6600 8GBD6-3DH;;
Placa de Vídeo RTX 2060 KO Ultra Gaming EVGA NVIDIA GeForce, 6 GB GDDR6 - 06G-P4-2068-KR;;
Placa de Vídeo Gigabyte AMD Radeon RX 5600 XT Windforce OC 6G, 6GB, GDDR6, (rev 1.0) - GV-R56XTWF2OC-6GD;;
Placa de Vídeo RX 550 Sapphire AMD Radeon Pulse, 4 GB GDDR5 - 11268-01-20G;;
Placa de Vídeo RTX 3090 GAMING BOX Gigabyte AORUS, 24GB GDDR6X, RGB Fusion e WaterForce - GV-N3090IXEB-24GD;;
Placa de Vídeo RTX 2060 D6 Gigabyte NVIDIA GeForce, 6GB GDDR6 - GV-N2060D6-6GD;;
Placa de Vídeo GT 1030 Gigabyte NVIDIA GeForce D4, 2GB DDR4 - GV-N1030D4-2GL;;
Placa de Vídeo GTX 1050 Ti Pcyes NVIDIA GeForce Graffiti Series, 4GB GDDR5, G-Sync - PJ1050TI4GBDF;;
Placa de Vídeo GTX 1660 Super Ventus XS OC MSI NVIDIA GeForce, 6GB, GDDR6;;
Placa de Vídeo RX 550 PCYes AMD Radeon, 4GB GDDR5, Graffiti Series - PJRX550DR5128B;;
Placa de Vídeo Pcyes NVIDIA GeForce GTX 1050 Ti, 4 GB GDDR5, 128Bits, Dual Fan, Graffiti Series - PAXGTX1050TI4GBDR5;;
Placa de Vídeo GTX 1650 Asus NVIDIA GeForce, 4GB, GDDR6 - TUF-GTX1650-O4GD6-P-GAMING;;
Placa de Vídeo RX 580 PCYes AMD Dual Fan, 8GB GDDR5, 256Bits 2048SP, Graffiti Series - PVRX5808GBDF;;
Placa de Vídeo RTX 2060 Ventus GP OC MSI NVIDIA GeForce, 6GB GDDR6, Ray Tracing - GeForce RTX 2060 VENTUS GP OC;;
Placa de Vídeo RTX 3080 Zotac GeForce, 10GB, GDDR6X - ZT-A30800J-10P;;
Placa de Vídeo RX 6900 XT Gigabyte Radeon, 16 GB, GDDR6, RGB Fusion - GV-R69XTGAMING OC-16GD;;
Placa de Vídeo RTX 2060 Ventus MSI NVIDIA GeForce, 12 GB GDDR6, Ray Tracing - RTX 2060 VENTUS 12G OC;;
Placa de Vídeo RTX 3080 Trinity Zotac NVIDIA GeForce, 10GB GDDR6X, 19 Gbps, LHR, Ray Tracing, DLSS, RGB - ZT-A30800D-10PLHR;;
Placa de Vídeo Power Color AMD RX6800 AXRX 6800, 16 Gbps, 16GB, GDDR6 - 16BD6-3DH/OC;;
Placa de Vídeo GT 730 EVGA NVIDIA GeForce, 2 GB GDDR5 - 02G-P3-3733-KR;;
Placa de Vídeo N210 MSI NVIDIA GeForce, 1GB DDR3 - N210-MD1G/D3;;
Placa de Vídeo GTX 1660 Super Gaming X MSI NVIDIA GeForce, 6GB, GDDR6 - Geforce GTX 1660 Super GAMING X;;
Placa de Vídeo T400 PNY NVIDIA, 2GB, GDDR6 - VCNT400-PB;;
Placa de Vídeo RX 6500 XT Gaming D OC ASRock Radeon Phantom, 4GB, GDDR6, 64 Bit, Dual Fan - 90-GA3DZZ-00UANF;;
Placa de Vídeo RTX 3060 Ti Twin Edge Zotac NVIDIA GeForce, 8GB GDDR6, 14 Gbps, LHR, DLSS, Ray Tracing - ZT-A30610E-10MLHR;;
Placa de Vídeo Zotac Gaming NVIDIA GeForce RTX 2060, 6GB, GDDR6 - ZT-T20600H-10M;;
Placa de Vídeo RX 5500 XT OC Gigabyte AMD Radeon, 4GB, GDDR6 - GV-R55XTOC-4GD;;
Placa de Vídeo RX 570 Gaming Gigabyte AMD Radeon, 4GB, GDDR5, REV 2.0 - GV-RX570GAMING-4GD;;
Placa de Vídeo R7 240 PCYes AMD Radeon, 4GB GDDR5, 128 Bits - PJ7R240DR5;;
Placa de Vídeo RTX 3090 O24G Gaming Asus NVIDIA ROG Strix GeForce, RGB, 24 GB GDDR6X, DLSS, Ray Tracing - 90YV0F93-M0NA00;;
Placa de Vídeo RTX 3080 XC3 Ultra Gaming EVGA NVIDIA GeForce, 10GB GDDR6X, iCX3 Cooling, ARGB LED, LHR, DLSS, Ray Tracing - 10G-P5-3885-KL;;
Placa de Vídeo GTX 1050 Ti Gigabyte NVIDIA GeForce D5, 4GB GDDR5 - GV-N105TD5-4GD;;
Placa de Vídeo RTX 3090 Turbo 24G Gigabyte NVIDIA GeForce, 24GB GDDR6X, DLSS, Ray Tracing - GV-N3090TURBO-24GD;;
Placa de Vídeo RTX 2060 Ventus GP OC MSI NVIDIA GeForce, 6GB GDDR6, 3x DisplayPort, HDMI - 912-V375-808;;
Placa de Vídeo GT 710 EVGA NVIDIA GeForce 2GB, DDR3 - 02G-P3-2713-KR;;
Placa de Vídeo GT 1030 EVGA NVIDIA GeForce SC 2GB, GDDR5 - 02G-P4-6338-KR;;
Placa de Vídeo RX 550 ASRock AMD Radeon Phantom Gaming, 2GB GDDR5 - 90-GA0500-00UANF;;
Placa de Vídeo GTX 1660 Asus Phoenix NVIDIA GeForce 6GB, GDDR5 - PH-GTX1660-O6G;;
Placa de Vídeo RX 570 PowerColor AMD Radeon, 4GB, GDDR5 - AXRX 570 4GBD5-DHDV3/OC;;
Placa de Vídeo Quadro P1000 PNY NVIDIA, 4GB, GDDR5 - VCQP1000V2-PB;;
Placa de Vídeo RX 6700 XT XFX Speedster MERC319 AMD Radeon Black Gaming, 12GB GDDR6, 16Gbps, AMD RDNA 2 Architecture - RX-67XTYTBDP;;
Placa de Vídeo RX 6900 XT XFX SPEEDSTER MERC319 AMD Radeon Limited Black Gaming, 16GB GDDR6, 16 Gbps, AMD RDNA 2 - RX-69XTACSD9;;
Placa de Vídeo RX 560 Afox Radeon, 4GB DDR5, 128Bit, ATX Dual Fan, HDMI/DisplayPort, Preto - AFRX560-4096D5H4-V2;;
Placa de Vídeo GTX 1050 Pcyes NVIDIA GeForce, 2GB GDDR5, Dual Fan, Graffiti Series - PA10502GBDF128;;
Placa de Vídeo RX 550 PCYes AMD Radeon, 4GB GDDR5, 128 Bits Dual Fan, Graffiti Series, Preto - PAXRX550DR5DF;;
Placa de Vídeo Gigabyte NVIDIA GeForce GTX 1050 Ti OC 4G, GDDR5 - GV-N105TOC-4GD;;
Placa de Vídeo GTX 1050 Ti Gigabyte NVIDIA GeForce OC 4GB, GDDR5 - GV-N105TOC-4GL;;
Placa de Vídeo PowerColor AMD Radeon RX 580 Red Devil 8GB, GDDR5 - AXRX 580 8GBD5-3DH/OC;;
Placa de Vídeo VGA NVIDIA GIGABYTE GEFORCE GT 1030 2GB OC GDDR5 GV-N1030OC-2GI;;
Placa de Vídeo VGA Gigabyte NVIDIA Geforce RTX 2080 Ti Gaming 11GB, GDDR6, 352 bits, PCI-E 3.0 - GV-N208TGAMING OC-11GC;;
Placa de Vídeo Gigabyte NVIDIA GeForce RTX 2060 Mini ITX OC 6G, GDDR6 - GV-N2060IXOC-6GD;;
Placa de Vídeo GTX 1660 Ti Zotac NVIDIA GeForce AMP 6GB, GDDR6 - ZT-T16610D-10M;;
Placa de Vídeo Gigabyte NVIDIA GeForce RTX 2060 Gaming OC Pro 6G, GDDR6 - GV-N2060GAMINGOC PRO-6GD;;
Placa de Vídeo Gigabyte Aorus NVIDIA GeForce RTX 2080 Ti Xtreme 11G, GDDR6 - GV-N208TAORUS X-11GC;;
Placa de Vídeo Gigabyte NVIDIA GeForce RTX 2060 WindForce 6G, GDDR6 - GV-N2060WF2-6GD;;
Placa de Vídeo Gigabyte NVIDIA GeForce RTX 2060 Super Windforce OC 8G, GDDR6 - GV-N206SWF2OC-8GD;;
Placa de Video Asrock Phantom Gaming D Radeon RX570 4G, GDDR5;;
Placa de Vídeo Gigabyte NVIDIA GeForce RTX 2080 Super Gaming OC, 8GB, GDDR6 - GV-N208SGAMING OC-8GC;;
Placa de Vídeo Gigabyte AMD Radeon RX 5700 XT Gaming OC, 8GB, GDDR6 - GV-R57XTGAMING OC-8GD;;
Placa de Vídeo Gigabyte AMD Radeon RX 5700 Gaming OC, 8GB, GDDR6 - GV-R57GAMING OC-8GD;;
Placa de Vídeo Gigabyte NVIDIA GeForce GTX 1650 Super Windforce OC 4G, GDDR6 - GV-N165SWF2OC-4GD;;
Placa de Vídeo Gigabyte AMD Radeon RX 5500 XT Gaming OC 8GB, GDDR6 - GV-R55XTGAMING OC-8GD;;
Placa de Vídeo Gigabyte AMD Radeon RX 5500 XT OC 8GB, GDDR6 - GV-R55XTOC-8GD;;
Placa de Vídeo RTX 2080 Super Gaming OC Waterforce WB Gigabyte NVIDIA GeForce, 8GB GDDR6 - GV-N208SGAMINGOC WB-8GD;;
Placa de Vídeo Gigabyte NVIDIA GeForce GTX 1650 Super OC, 4GB, GDDR6 - GV-N165SOC-4GD;;
Placa de Vídeo Gigabyte NVIDIA GeForce GTX 1650 OC Low Profile, 4GB, GDDR5 - GV-N1650OC-4GL;;
Placa de Vídeo Gigabyte AMD Radeon RX 5500 XT Gaming OC, 4GB, GDDR6 - GV-R55XTGAMING OC-4GD;;
Placa de Vídeo Gigabyte AMD Radeon RX 5600 XT Gaming OC, 6GB, GDDR6 - GV-R56XTGAMING OC-6GD;;
Placa de Vídeo Gigabyte NVIDIA GeForce RTX 2070 Super Windforce 3X, 8GB, GDDR6 - GV-N207SWF3-8GD;;
Placa de Vídeo Gigabyte NVIDIA GeForce RTX 2060 OC, 6GB, GDDR6, REV 2.0 - GV-N2060OC-6GD;;
Placa de Vídeo RX 5600 XT Phantom Gaming D2 OC ASRock AMD Radeon, 6GB, DDR6 - 90-GA1WZZ-00UANF;;
Placa de Vídeo RX 5600 XT Challenger D OC ASRock AMD Radeon, 6GB, DDR6 - 90-GA1XZZ-00UANF;;
Placa de Vídeo Gigabyte AMD Radeon RX 580 Gaming, 8GB, GDDR5, REV 2.0 - GV-RX580GAMING-8GD REV2.0;;
Placa de Vídeo Gigabyte NVIDIA GeForce RTX 2060 Windforce OC, 6GB, GDDR6, REV 2.0 - GV-N2060WF2OC-6GD (Rev 2.0);;
Placa de Vídeo Gigabyte NVIDIA GeForce RTX 2060 Gaming OC Pro, 6GB, GDDR6, REV 2.0 - GV-N2060GAMINGOC PRO-6GD REV2.0;;
Placa de Vídeo ASRock AMD Radeon RX 5500 XT Challenger D 4G OC, 4GB, GDDR6 - RX5500XT CLD 4GO;;
Placa de Vídeo Gigabyte NVIDIA GeForce GTX 1650 WindForce 4G, 4GB, GDDR5 - GV-N1650WF2-4GD;;
Placa de Vídeo GTX 1650 0C Gigabyte NVIDIA GeForce D6 4G, 4GB, GDDR6 - GV-N1656OC-4GD;;
Placa de Vídeo GT 730 Gigabyte NVIDIA GeForce, 2GB GDDR5 - GV-N730D5-2GI (rev 2.0);;
Placa de Vídeo Gigabyte AMD Radeon RX570 Gaming 8G, 8GB, GDDR5, REV 2.0 - GV-RX570GAMING-8GD;;
Placa de Vídeo PowerColor AMD Radeon RX 550, 4GB, DDR5 - AXRX 550 4GBD5-DH;;
Placa de Vídeo Gigabyte NVIDIA GeForce RTX 2060 Super Gaming 8G, 8GB, GDDR6 - GV-N206SGAMING-8GC;;
Placa de Vídeo Gigabyte NVIDIA GeForce GTX 1650 D6 OC Low Profile 4G, 4GB, GDDR6 - GV-N1656OC-4GL;;
Placa de Vídeo Gigabyte NVIDIA GeForce RTX 2060 Super WindForce 8G, GDDR6, Rev 1.1 ? GV-N206SWF2-8GD;;
Placa de Vídeo Gigabyte Radeon RX 5500 XT D6, AMD/ATI, 4G, GDDR6 - GV-R55XTD6-4GD;;
Placa de Vídeo Gigabyte Radeon RX 5500 XT D6, AMD/ATI, 8G, GDDR6 - GV-R55XTD6-8GD;;
Placa de Vídeo Gigabyte Radeon Windforce RX 5600 XT, AMD/ATI, 6GB - GV-R56XTWF2-6GD (rev 1.0);;
Placa de Vídeo Gigabyte NVIDIA GeForce GTX 1650 D6 WINDFORCE OC, 4G, GDDR6, Rev. 2.0 - GV-N1656WF2OC-4GD;;
Placa de Vídeo RTX 3080 EVGA NVIDIA GeForce, 10GB, GDDR6X - 10G-P5-3897-KR;;
Placa de Vídeo Gigabyte NVIDIA GeForce RTX 3080, 10GB, GDDR6X - GV-N3080EAGLE OC-10GD;;
Placa de Vídeo Gigabyte AMD Radeon RX 5600 XT WINDFORCE 6G, GDDR6 (Rev. 2.0) - GV-R56XTWF2-6GD;;
Placa de Vídeo Gigabyte NVIDIA GeForce RTX 3090 Eagle OC, 24gb, GDDR6X - GV-N3090EAGLEOC-24GD;;
Placa de Vídeo RTX 3070 Master Gigabyte NVIDIA Aorus GeForce, 8GB GDDR6 - GV-N3070AORUS M-8GD;;
Placa de Vídeo Gigabyte NVIDIA GeForce RTX 3060 Ti, 8GB, AORUS Master - GV-N306TAORUS M-8GD;;
Placa de Vídeo RTX 3060 Ti Gigabyte NVIDIA GeForce, 8GB, LHR, GAMING OC PRO - (Rev 3.0) - GV-N306TGAMINGOC PRO-8GD;;
Placa de Vídeo Gigabyte NVIDIA GeForce RTX 3060 Ti, 8GB, GAMING OC - GV-N306TGAMING OC-8GD;;
Placa de Vídeo Gigabyte NVIDIA GeForce RTX 3060 Ti, 8GB, EAGLE OC - GV-N306TEAGLE OC-8GD;;
Placa de Vídeo Gigabyte NVIDIA GeForce RTX 3090 Vision OC, 24GB GDDR6X - GV-N3090VISION OC-24GD;;
Placa de Vídeo Gigabyte NVIDIA AORUS GeForce RTX 3080 Master, 10GB, GDDR6X - GV-N3080AORUS M-10GD;;
Placa de Video Gigabyte Aorus Radeon RX6800 XT, 16 GB, GDDR6, RGB - GV-R68XTAORUS M-16GC;;
